Nome,Estilo,Padrao,Score,Pronuncia,Memorizacao,Comprimento,Sonoridade,Originalidade,EstiloScore,GitHub,.com,.com.br,.io,.dev,.app,npm,DockerHub
Alavxa,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alavya,Minimal,prefix+middle+suffix,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alavyna,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alavza,Minimal,prefix+middle+suffix,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alcele,Minimal,prefix+middle+suffix,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alcelen,Minimal,prefix+middle+suffix,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alcelisa,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alcelixa,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alcelora,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alcelun,Minimal,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alcelya,Minimal,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alcora,Minimal,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alcorana,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alcorasa,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alcorela,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alcorio,Minimal,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alcorosa,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alcorura,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aldiana,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aldiar,Minimal,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aldiara,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aldiasa,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aldiela,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aldivera,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alelosa,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alelua,Minimal,prefix+middle+suffix,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aleluma,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aleluna,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alelura,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alelva,Minimal,prefix+middle+suffix,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alelver,Minimal,prefix+middle+suffix,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alelya,Minimal,prefix+middle+suffix,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alelyna,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alelza,Minimal,prefix+middle+suffix,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alenan,Minimal,prefix+middle+suffix,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alenara,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alenva,Minimal,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alenyna,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alerana,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alerasa,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alerel,Scandinavian,prefix+middle+suffix,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alerena,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alerora,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alerura,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alfalsel,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aliana,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aliara,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aliasa,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aliatrue,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aliava,Scandinavian,prefix+middle+suffix,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aliaver,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aliavo,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aliaxa,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aliela,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aliova,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alivera,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Almera,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Almerana,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Almerasa,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Almerel,Scandinavian,prefix+middle+suffix,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Almerena,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Almerora,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Almerum,Latin Modern,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Almerura,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnava,Scandinavian,prefix+middle+suffix,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnavas,Latin Modern,prefix+middle+suffix,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnave,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnavela,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnaven,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnaver,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnavis,Latin Modern,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnavix,Latin Modern,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnavo,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnavor,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnavyn,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnexara,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnexen,Scandinavian,prefix+middle+suffix,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnexixa,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnexua,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnexuna,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnexza,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alniar,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alniara,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alniasa,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alniela,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnien,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alnivera,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alniyn,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aloriana,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aloriar,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aloriasa,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alorio,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aloriva,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alrais,Latin Modern,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alraix,Latin Modern,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alrana,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alraor,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alrasa,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alravera,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alraxa,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alreana,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alrear,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alreasa,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alreur,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alrever,Scandinavian,prefix+middle+suffix,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alrian,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alriana,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alrias,Latin Modern,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alriasa,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alriora,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alrisa,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alrixa,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alsael,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alsana,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alsara,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alsatrue,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alsauna,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alsava,Scandinavian,prefix+middle+suffix,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alsaver,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alsavo,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alsaxa,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alseara,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alseis,Latin Modern,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alsela,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alseuna,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alseva,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alsevera,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altaena,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altaosa,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altara,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altatrue,Scandinavian,prefix+middle+suffix,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altauma,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altaura,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altava,Scandinavian,prefix+middle+suffix,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altavi,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altayna,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altaza,Scandinavian,prefix+middle+suffix,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altiara,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altiuna,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altiva,Latin Modern,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alutrue,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alvele,Scandinavian,prefix+middle+suffix,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alvelen,Scandinavian,prefix+middle+suffix,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alvelosa,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alvelua,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alveluma,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alvelura,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alvelvo,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alvelyna,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alvelza,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alviana,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alviasa,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alviora,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alviva,Scandinavian,prefix+middle+suffix,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alvivera,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alvoan,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alvoana,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alvoara,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alvoas,Latin Modern,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alvoasa,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alvosa,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alvova,Scandinavian,prefix+middle+suffix,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alvovera,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alvoxa,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alxael,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alxana,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alxara,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alxasa,Invented Word,blend,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alxatrue,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alxauna,Invented Word,blend,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alxava,Scandinavian,prefix+middle+suffix,83,20,19,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alxaver,Scandinavian,prefix+middle+suffix,83,20,20,15,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
